Date - Time,Time,H17_106,L16_21,L18_122,M18_168,VH15_138,VH17_60,VH18_57,VL15_46,VL17_169,VL18_177
7/23/18 15:01,15:00,80.1,65.5,82.3,83.4,73.4,74.9,70.5,64.7,73.1,76.9
7/23/18 16:01,16:00,91.1,94.3,92.5,91.5,92.6,86.5,93.9,94.3,92,90.4
7/23/18 17:01,17:00,88,89.6,93.6,94.7,95.7,83.8,93.4,90.8,92,84.5
7/23/18 18:01,18:00,89.1,88.5,90.4,92,95.7,86.5,94,91.8,90.5,85.1
7/23/18 19:01,19:00,90.7,94.3,93.1,92.6,97.6,87.5,95,95.3,91.5,93.6
7/23/18 20:01,20:00,97.8,94.8,100,100,99.5,97,98.1,93.8,98.4,99.7
7/23/18 21:01,21:00,98.8,95.9,100,98.3,100,97.5,98.1,94.3,97.9,99.7
7/23/18 22:01,22:00,98.8,94.3,100,100,100,98.6,99.1,94.8,98.9,100
7/23/18 23:01,23:00,99.8,95.9,100,100,100,99.6,100,96.3,98.9,100
7/24/18 0:01,00:00,98.8,95.9,100,100,100,100,100,95.8,97.9,100
7/24/18 1:01,01:00,99.2,95.9,100,100,100,99.6,100,96.3,98.9,100
7/24/18 2:01,02:00,100,97.9,100,100,100,100,100,97.3,98.9,100
7/24/18 3:01,03:00,100,97.4,100,99.3,100,100,100,96.8,98.9,100
7/24/18 4:01,04:00,100,96.4,100,100,100,100,100,98.3,97.4,100
7/24/18 5:01,05:00,100,95.9,100,100,100,100,100,95.8,97.4,100
7/24/18 6:01,06:00,100,91.7,100,100,100,97.5,100,91.8,94.5,99.7
7/24/18 7:01,07:00,96.8,83.1,100,98.3,100,92.9,90.8,89.3,80.1,89.9
7/24/18 8:01,08:00,93.2,65.7,96.2,92.6,90.8,82.7,82.8,77.7,74.8,67.3
7/24/18 9:01,09:00,82.7,54.5,88.2,72.9,75.5,66.9,70,73.3,68.7,59
7/24/18 10:01,10:00,63.8,59.2,80,68.3,64.4,58.5,63.6,68.2,62.4,53.7
7/24/18 11:01,11:00,59.2,54.5,73.8,57.8,56.5,50,53.6,55.4,58.4,48.1
7/24/18 12:01,12:00,52,52.1,42.7,51.9,49.9,45,49.4,53.1,51.9,40
7/24/18 13:01,13:00,44.8,46,37.5,43.4,45.1,38.1,45.6,48.2,45.3,40
7/24/18 14:01,14:00,40.4,39.7,33.7,36.5,37.4,33.6,43.1,38.1,38.5,32.3
7/24/18 15:01,15:00,33.4,36,30.5,34.6,36.3,36.6,44.5,37.6,28.8,32.3
7/24/18 16:01,16:00,37,28.1,36,34.6,33.5,43.7,41.9,28.9,30.1,39.3
7/24/18 17:01,17:00,43.8,37.5,40.4,46.8,44.4,41.5,39.6,34.4,43.3,39.7
7/24/18 18:01,18:00,82.1,53.5,88.8,93.1,82.3,63,65.7,49.5,89.5,79
7/24/18 19:01,19:00,82.1,57.8,74.7,96.2,82.3,64.3,69.2,54.5,91,78.5
7/24/18 20:01,20:00,84.9,64.9,87.2,96.8,79.2,77.1,74.4,59.9,90,81.8
7/24/18 21:01,21:00,75,48.5,73.6,90.4,64,74.2,62.2,48.9,71.3,74.5
7/24/18 22:01,22:00,64.7,51,64.8,87.7,61.3,60.6,56.1,50.7,66.8,59.3
7/24/18 23:01,23:00,61.7,50.3,60.5,76.6,61.9,58.1,59.7,50.1,60.4,56.8
7/25/18 0:01,00:00,62.3,57.6,60.5,74.9,61.2,64.7,60.3,56.8,66.1,58.6
7/25/18 1:01,01:00,63.4,57,65.9,77.8,63.8,71.8,63.2,53.7,56.8,61.6
7/25/18 2:01,02:00,76.1,63.5,78.1,86.6,66.5,74.1,76,68,70.6,73.9
7/25/18 3:01,03:00,78.8,69.9,80.9,90.4,70.5,75.8,84.3,69.7,72.9,75
7/25/18 4:01,04:00,81,73.4,80.9,90.9,69.8,72.3,82.6,70.2,66.1,74.4
7/25/18 5:01,05:00,82.6,66.9,83.7,89.8,73.1,78,77.6,65.6,68.9,81.7
7/25/18 6:01,06:00,72.1,40,80.9,86.6,73.1,77.5,73.2,60.9,61.5,74.4
7/25/18 7:01,07:00,62.4,40,67.8,73.3,63.3,64.2,59.8,48.2,47.3,58
7/25/18 8:01,08:00,60.1,53,60.7,58.8,64.2,55.8,62.2,59.3,57,49.1
7/25/18 9:01,09:00,59.5,56,58.3,52.9,58.9,51.7,60.5,61.7,61.2,53.9
7/25/18 10:01,10:00,62,51.3,58.9,60.6,60.2,53.5,54.6,57.6,61.8,53.3
7/25/18 11:01,11:00,54.9,53.7,49.2,54.7,52.5,47.4,52.8,49.3,59.5,42.4
7/25/18 12:01,12:00,52.5,50.6,41.2,52.3,48.2,43.5,51.7,48.6,56.6,43
7/25/18 13:01,13:00,51.2,46.4,48.6,46.4,51.4,48.6,52.1,45.5,50,42.3
7/25/18 14:01,14:00,52.5,48.8,46.8,51,50,49.2,53.3,44.3,52.4,44.8
7/25/18 15:01,15:00,64.4,53.1,57.8,59.5,58.8,58.5,64.1,52.2,57.8,50.4
7/25/18 16:01,16:00,50.7,53.1,46.9,52.5,56.2,53,56.3,54.6,48.9,46.1
7/25/18 17:01,17:00,57.3,42.4,53.6,54.8,60.2,49.1,57,40.9,51.3,45.6
7/25/18 18:01,18:00,56,54.2,54.6,57.6,57.4,45.1,59.3,57,53.5,44.7
7/25/18 19:01,19:00,81.6,94.8,82.1,82.8,80.3,76.9,88.6,95.8,80,75
7/25/18 20:01,20:00,81.6,98.4,83.2,83.8,79.7,82,83.7,95.8,83.7,86.1
7/25/18 21:01,21:00,91.6,96.9,95.2,89.3,92.6,88,84.3,92.3,93,89.8
7/25/18 22:01,22:00,90.1,94.3,96.7,92,93.8,90.2,95.5,87.1,92,92
7/25/18 23:01,23:00,89.6,93.7,96.2,93.1,96.3,88,96.5,90.2,91,91.4
7/26/18 0:01,00:00,89,93.2,95.7,92.5,96.3,88,96.5,87.1,89.9,89.8
7/26/18 1:01,01:00,88,90.6,95.7,92.5,95.1,86.4,94.4,86.1,85.3,87.7
7/26/18 2:01,02:00,90.6,93.7,91.9,90.4,97,91.8,94.4,94.8,88.9,86.6
7/26/18 3:01,03:00,95.2,99.5,99.3,95.7,91.3,94.9,99.6,97.7,97.9,94.6
7/26/18 4:01,04:00,94.7,99,98.8,95.2,100,96,99.1,95.8,97.4,94.6
7/26/18 5:01,05:00,93.7,99,100,97.3,100,94.4,99.6,95.3,97.9,95.6
7/26/18 6:01,06:00,91.6,55,100,95.2,100,94.4,92.9,91.3,88.9,93
7/26/18 7:01,07:00,83.8,56.7,92,85.6,91.3,88.6,87.6,78.1,75.2,78.4
7/26/18 8:01,08:00,77.8,70.1,80.4,74.5,86.9,75.9,82.7,76.5,70.8,68.8
7/26/18 9:01,09:00,72.2,72.9,75.3,75.6,79.2,74.2,79.4,77,75.2,71.7
7/26/18 10:01,10:00,66,62,61.4,62.4,73.5,60.1,69.3,66.9,70.8,57
7/26/18 11:01,11:00,61.4,61.4,54.1,61.2,59.8,52.9,59.4,54.7,64.1,49.2
7/26/18 12:01,12:00,52.5,51.8,44.3,54.7,52.2,52.9,55.2,54,57.1,47.9
7/26/18 13:01,13:00,55.4,49.3,51.6,55.2,54.8,54.7,58.7,49,53.5,54
7/26/18 14:01,14:00,42.6,46.9,39.8,43.8,44.9,40.4,44.1,46,46.4,39.8
7/26/18 15:01,15:00,36.3,41.2,35.3,42.5,42.5,38.9,43.4,38.3,42,35.3
7/26/18 16:01,16:00,35.5,34.8,31.9,37.3,43.1,36.3,36.4,29.2,34.5,33.3
7/26/18 17:01,17:00,34.2,35.4,31.9,37.3,38,35.5,34.4,33.1,30.4,31.3
7/26/18 18:01,18:00,41.8,31.6,42,49.7,45.6,37.4,34.9,33.7,35.8,37.6
7/26/18 19:01,19:00,49.8,46.1,45.7,53.9,50.4,46.4,50.6,44.5,41.8,42.6
7/26/18 20:01,20:00,52.8,49.1,48.9,59.9,54.5,46.4,53.7,45.8,50.3,47.6
7/26/18 21:01,21:00,63.4,82.4,63.5,62.7,69.2,67.1,71.4,77.4,66.7,57.4
7/26/18 22:01,22:00,70.9,81.2,70.6,73.7,76.4,71.7,78.2,80.2,72.9,67.4
7/26/18 23:01,23:00,73.2,84.6,74.6,73.7,75.1,76.3,79.9,81.3,71.8,72.1
7/27/18 0:01,00:00,76,86.8,77.5,77.7,77.7,74.1,84.3,80.2,75.6,73.2
7/27/18 1:01,01:00,78.8,82.9,77.5,81.1,81.6,74.6,83.2,81.3,79.4,73.2
7/27/18 2:01,02:00,81,85.7,81.5,83.3,84.2,80.3,83.7,84.5,83.2,77.2
7/27/18 3:01,03:00,81,86.8,80.9,82.2,86.2,78.6,84.8,85.5,84.2,80.6
7/27/18 4:01,04:00,81.5,87.8,80.9,84.4,86.2,83.1,84.8,86.1,85.3,82.8
7/27/18 5:01,05:00,80.4,87.3,82.6,83.3,86.2,83.6,85.4,82.3,83.2,80
7/27/18 6:01,06:00,77.1,77.4,78.7,82.2,84.9,80.9,83.7,81.3,80.5,78.3
7/27/18 7:01,07:00,73.2,74,74.7,77.7,81,76.9,76,76.9,76.2,72.1
7/27/18 8:01,08:00,70.5,68.3,70.1,73.8,75.2,74.7,73.7,71.9,68.5,61.1
7/27/18 9:01,09:00,63,52.4,64.2,54.7,65.4,59.4,62.8,65.1,61.7,50.3
7/27/18 10:01,10:00,54.2,51.2,52.2,48.6,56.3,56.4,53.3,58.7,55.9,47.1
7/27/18 11:01,11:00,50,43.3,41.7,51.1,46.2,47.3,47.9,45.4,49.3,41.6
7/27/18 12:01,12:00,40.1,38.8,30.1,40.7,39.5,34.4,36.6,43.6,37.5,30
7/27/18 13:01,13:00,40.1,41.3,34.1,39.4,36.6,35.8,40.3,44.2,41.5,32.1
7/27/18 14:01,14:00,44.5,54.8,41.6,45.5,45.9,43.5,49.7,55.1,45,44.2
7/27/18 15:01,15:00,53.1,60.8,51,56,46.5,52.9,58.7,60,57.1,50.4
7/27/18 16:01,16:00,56.1,60.2,51,57.7,54.8,49.8,61.7,57.7,55.9,48.5
7/27/18 17:01,17:00,61.9,64.9,61.3,61.2,61.4,62.5,66.4,64.6,60.6,58.2
7/27/18 18:01,18:00,76.8,68.4,74.3,84.6,67.3,61.9,65.8,65.2,63.6,64.2
7/27/18 19:01,19:00,76.2,70.7,70.8,78.4,68,66.1,72.1,70.9,68.6,65.3
7/27/18 20:01,20:00,77.8,75.1,74.8,81.2,75.2,70.7,78.8,73.1,74.7,67.6
7/27/18 21:01,21:00,78.9,78,77.1,77.8,77.1,74.2,84.9,75.9,71.8,73.4
7/27/18 22:01,22:00,76.6,80.2,74.1,77.2,74.5,75.9,80.5,76.4,71.2,72.7
7/27/18 23:01,23:00,74.3,72.2,72.9,75.4,72.5,72.9,77.6,71.3,68.9,69.2
7/28/18 0:01,00:00,75.4,66.3,72.9,78.2,73.7,70,77.6,69.6,75.1,69.8
7/28/18 1:01,01:00,77.6,74.4,76.9,81.6,75.7,74.6,82,71.2,75.6,71.5
7/28/18 2:01,02:00,82,79,81.4,82.7,79.6,84.2,84.2,82.3,77.8,80
7/28/18 3:01,03:00,84.2,90.5,89.2,86.6,84.2,90.7,89.1,87.6,83.2,87.2
7/28/18 4:01,04:00,90.6,96.9,90.9,90.4,96.3,90.2,93.4,90.7,91,89.8
7/28/18 5:01,05:00,89,94.3,89.2,92.5,97,89.1,92.9,93.3,93,87.7
7/28/18 6:01,06:00,89.6,98.4,89.8,92,98.2,86.4,92.9,93.8,94,87.2
7/28/18 7:01,07:00,85.9,90,85.4,88.2,95.7,83.1,89.2,89.2,91,81.2
7/28/18 8:01,08:00,81.6,71.2,81,80,90,72.4,81,81.3,79,67
7/28/18 9:01,09:00,64.8,63.2,67.2,61.8,69.4,58.9,70.9,74.2,69,59.3
7/28/18 10:01,10:00,58.9,62.5,56.5,55.2,61.5,57.7,61.7,67.4,61.6,47.8
7/28/18 11:01,11:00,55.4,53.6,48.6,52.2,56.3,53.4,56.3,56.4,57.6,42.8
7/28/18 12:01,12:00,59,61.3,55.9,58.8,60.7,52.9,62.2,61.1,59.4,49.7
7/28/18 13:01,13:00,57.2,54.8,53.4,52.2,58.8,52.9,60,56.4,56.5,51.5
7/28/18 14:01,14:00,57.8,51.2,54.1,58.3,61.4,56.5,61.7,51.5,54.8,52.7
7/28/18 15:01,15:00,50,52.4,46,50.4,55.5,53.4,56.4,54.6,41.9,45.9
7/28/18 16:01,16:00,43,44.9,40.8,45.5,47.8,45.1,57,52.8,38.7,41.5
7/28/18 17:01,17:00,45.5,38.5,39.5,41.6,41.5,47.1,47,42.6,34.1,35.6
7/28/18 18:01,18:00,62.4,75.7,62.5,61.7,63.3,63.7,66.3,72.5,59.3,58.2
7/28/18 19:01,19:00,63.5,65.9,61.2,64.6,60.5,61.2,67.4,68.5,58.6,59.8
7/28/18 20:01,20:00,64.1,72.3,60.5,69.8,77.8,66.5,69.1,74.2,64.4,59.2
7/28/18 21:01,21:00,68.1,71.7,65.3,72.1,76.5,65.9,73.7,67.9,67.9,61
7/28/18 22:01,22:00,68.1,71.1,62.9,77.8,77.8,70,77.1,68.5,72.4,64
7/28/18 23:01,23:00,68.1,74.5,65.8,70.9,71.2,66.5,68.4,74.1,57.3,55.4
7/29/18 0:01,00:00,72.6,82.4,71.7,72.6,77.1,68.2,74.8,76.3,71.2,66.9
7/29/18 1:01,01:00,78.2,79.6,78.1,77.2,82.3,77.5,80.4,78.5,78.3,72.1
7/29/18 2:01,02:00,79.9,85.1,79.2,80.5,86.2,80.3,84.3,83.4,81.6,77.2
7/29/18 3:01,03:00,83.7,87.8,84.8,86,88.1,83.1,89.1,86,84.2,83.3
7/29/18 4:01,04:00,85.8,92.7,84.8,87.1,100,84.2,91.8,89.2,87.9,79.4
7/29/18 5:01,05:00,90.6,96.4,91.4,92,97.5,86.9,95,93.8,93.1,86.6
7/29/18 6:01,06:00,92.7,97.5,91.4,94.1,98.1,88.5,95,96.8,94.4,88.8
7/29/18 7:01,07:00,89,97.9,88.7,91.5,98.1,86.4,92.3,90.7,94.4,86.1
7/29/18 8:01,08:00,85.8,88.9,84.3,86.6,98.2,83.6,86.4,86.6,91,81.1
7/29/18 9:01,09:00,78.2,79,75.2,83.3,93.8,73.5,78.8,76.3,82.1,72.1
7/29/18 10:01,10:00,71,72.8,71.2,73.8,85.6,68.9,72.6,71.3,75.7,62.2
7/29/18 11:01,11:00,64.7,61.8,57,64.6,69.4,58.2,65.1,64.6,70.1,52.1
7/29/18 12:01,12:00,57.7,52.2,47.2,59.9,59.5,50.9,55.6,56.3,62.2,48.3
7/29/18 13:01,13:00,56,53,43.5,52.2,55,46,53.3,54.5,58.2,47.7
7/29/18 14:01,14:00,53.7,50.6,44.8,51.7,55,49.7,58.1,49.7,53,44.1
7/29/18 15:01,15:00,44.5,51.2,41.7,46.8,48.2,44.2,51.5,47.9,49.4,42.9
7/29/18 16:01,16:00,45.8,47.5,40.5,48.8,53.5,45.3,48.5,39.2,45.2,38.5
7/29/18 17:01,17:00,49.4,49.4,44.9,52.9,57.5,47.9,49.7,47.3,47.6,42.9
7/29/18 18:01,18:00,62.3,60.5,59.9,62.2,61.2,59.9,62.6,59.7,58.6,56.8
7/29/18 19:01,19:00,58.6,59.2,58,60.9,61.8,59.2,60.2,58.4,62,54.8
7/29/18 20:01,20:00,57.4,61,56.1,60.9,62.4,56,60.7,59.5,60.2,54.2
7/29/18 21:01,21:00,63.3,73.9,62.2,62,69.8,61,68.9,71.2,64.3,57.8
7/29/18 22:01,22:00,68.6,76.1,65.8,68.5,73.1,64.6,73,72.9,72.2,62.6
7/29/18 23:01,23:00,69.1,74.4,67.6,70.8,75.1,68.2,71.3,71.8,72.2,65.6
7/30/18 0:01,00:00,70.9,75,69.9,72.6,75.1,72.3,76.5,79.1,72.8,70.3
7/30/18 1:01,01:00,73.2,77.3,72.3,73.7,77.7,72.3,77,75.8,75.6,69.7
7/30/18 2:01,02:00,72,76.2,71.1,74.3,79,71.1,76.5,73.5,73.9,69.1
7/30/18 3:01,03:00,72.6,77.9,72.9,77.1,86.2,71.7,76.5,73.5,74.5,70.9
7/30/18 4:01,04:00,79.3,81.2,79.2,83.3,91.3,76.9,84.2,76.8,78.9,75.5
7/30/18 5:01,05:00,81.5,82.3,82.6,84.4,91.3,82.5,85.3,78.5,79.4,76.6
7/30/18 6:01,06:00,74.9,55.2,78,82.2,91.9,79.2,75.4,72.9,66.1,76
7/30/18 7:01,07:00,73.2,62.3,74.6,74.3,87.4,70.5,75.4,71.8,67.3,67.4
7/30/18 8:01,08:00,61,47.8,59.1,60.4,73.9,51.7,57.7,57.8,60.3,44.8
7/30/18 9:01,09:00,49.5,36.3,46,43.8,54.5,40.9,44.7,44.7,50.6,34
7/30/18 10:01,10:00,36.2,35.7,33.8,34.2,42.2,33.7,37.1,40.2,38.8,26.1
7/30/18 11:01,11:00,35.6,32.4,31.9,34.9,38.5,31.2,34,33.2,35.6,25.5
7/30/18 12:01,12:00,33.7,30.4,29.4,35.6,33.2,29.2,34.5,28,35,27.4
7/30/18 13:01,13:00,33.7,31,29.9,31,31.6,30.3,31.9,30,31.2,23.5
7/30/18 14:01,14:00,28.6,27.3,25.5,31.7,29,24.7,31.9,26.7,31.2,24.2
7/30/18 15:01,15:00,26.1,27.3,22.3,25.5,26.8,26,30.1,25.4,29.3,22.9
7/30/18 16:01,16:00,25.4,25.3,21,26.1,30,27.1,28.1,20.3,24.8,21.5
7/30/18 17:01,17:00,26.6,25.9,23.5,29.8,30,27.1,25.4,22.6,25.5,21.5
7/30/18 18:01,18:00,28.4,27.2,27.9,30.4,32.7,27.7,28,24.6,20.4,24
7/30/18 19:01,19:00,30.3,28.4,29.8,31.5,33.2,30.3,31.1,30.5,29.1,26.6
7/30/18 20:01,20:00,34.8,34.8,33,37.9,36.8,30.8,40.2,33.7,33.6,29.2
7/30/18 21:01,21:00,40.5,43.7,38.8,41.6,42.3,38.1,44,42.8,40.6,37
7/30/18 22:01,22:00,47.4,50.5,45.3,47.3,47.9,44.5,53.9,48.4,46.8,40.8
7/30/18 23:01,23:00,53.6,52.4,51,55.3,52,47.7,59.4,49.6,49.8,45.3
7/31/18 0:01,00:00,54.8,55.4,53.4,56.5,55.4,51.5,61.8,53.3,55.9,48.4
7/31/18 1:01,01:00,59,63.2,57.7,61.3,54.7,54,62.9,60,57.1,52.1
7/31/18 2:01,02:00,62,60.2,60.2,65.4,60.9,62,70,58.2,60.1,59.5
7/31/18 3:01,03:00,67.3,65,67.4,67,64.9,68.6,70.9,62.4,64.2,62.5
7/31/18 4:01,04:00,69.9,69.4,71.3,74.7,66.9,66.2,76.4,66.5,66.2,63.5
7/31/18 5:01,05:00,72.1,70.5,73.4,78,66.9,68.3,77.9,66.5,72.2,67.5
7/31/18 6:01,06:00,66.7,52.5,70.1,74.2,74.1,66.8,69.5,60.6,60.7,66.1
7/31/18 7:01,07:00,58.5,37.1,62,64.9,69,57.7,59.4,52.7,50.6,54.6
7/31/18 8:01,08:00,52.5,37.1,53.5,49.3,53.5,46.6,50.9,46,47,32.6
7/31/18 9:01,09:00,45.2,31.4,42.8,28.7,44.8,37.8,43.5,42.2,42,32.1
7/31/18 10:01,10:00,39,34,34.6,30.6,37.4,33.9,36.7,39.1,37.7,24.9
7/31/18 11:01,11:00,26,23.5,21.4,26.1,26.1,23.9,25,24,26.7,18.3
7/31/18 12:01,12:00,21.3,19.5,16.9,21.5,19.7,19.2,18.2,18,18.7,12.1
7/31/18 13:01,13:00,14.5,14.7,11.9,15.4,19.1,16.5,16.8,18,16.7,11.2
7/31/18 14:01,14:00,17.4,17.5,15.5,17.7,17.7,15.1,20.4,18,18.9,13.4
7/31/18 15:01,15:00,16.8,16.9,15,16.3,16.2,18.6,19.6,14.6,17.5,13
7/31/18 16:01,16:00,16.8,15.6,13.4,17,17.2,15.8,18.3,12.9,16.2,12.3
7/31/18 17:01,17:00,17.4,16.2,14.8,19.4,18.6,17,18.3,14.7,17.7,12.3
7/31/18 18:01,18:00,20.6,15.4,19.4,21.4,17.8,19,20.9,15.9,13.8,15.4
7/31/18 19:01,19:00,23.1,18.6,20.6,22.5,19.1,19,25.3,20.5,17.3,15.4
7/31/18 20:01,20:00,25.6,20.5,23.8,26.3,23.3,20.8,31.8,22.4,21.3,19.2
7/31/18 21:01,21:00,30.9,27.7,27.7,32.1,36.1,25.4,36.2,26.4,27.8,24.5
7/31/18 22:01,22:00,39.2,34.1,37,40.4,41,34.8,47.7,31.1,29.7,31.1
7/31/18 23:01,23:00,50.6,39.2,46.6,47.9,39.5,47.2,58.2,33.7,35.5,38.9
8/1/18 0:01,00:00,49.3,43.6,48.4,52.2,46.5,45.2,56.4,40.8,43,43.4
8/1/18 1:01,01:00,51.8,52.4,51.5,56.5,54.1,45.8,53.9,47.8,48.6,45.2
8/1/18 2:01,02:00,54.8,61.5,53.4,60.1,58.9,50.2,55.7,55.2,54.1,47.1
8/1/18 3:01,03:00,56,66.8,54.6,68.4,65.7,55.8,61.1,53.4,60.7,52.7
8/1/18 4:01,04:00,62,68,60.8,68.7,81.6,67.5,65.9,52.7,67.1,57
8/1/18 5:01,05:00,70.8,63.3,66.8,71.5,74.1,70.4,71.8,53.3,54.7,59.4
8/1/18 6:01,06:00,66.2,50.7,66.2,67.8,69.7,65.7,68.9,49.6,49.8,55.8
8/1/18 7:01,07:00,56.7,41.4,57.8,56,62.3,51.6,55.8,44,43.8,45.9
8/1/18 8:01,08:00,44.5,30.6,41.6,39.4,50.2,36.3,41,38.3,40.1,24.8
8/1/18 9:01,09:00,38.3,30.6,36.5,33.8,42.7,36.9,34,36.5,37,29.4
8/1/18 10:01,10:00,37.1,32.7,32,34.5,38.1,32.5,33.5,34.6,35.2,24.8
8/1/18 11:01,11:00,32,28.8,29.5,32.5,35.9,30.6,32.8,29.5,32,22.9
8/1/18 12:01,12:00,32,28.8,29.5,32.5,35.9,29.9,30.2,30.2,29.5,26.3
8/1/18 13:01,13:00,33.2,26.3,29.5,33.2,36.6,32.6,34.2,27.6,31.4,26.9
8/1/18 14:01,14:00,32.7,25.6,28.8,33.9,35.9,31.9,34.8,27.6,28.9,26.9
8/1/18 15:01,15:00,36.5,26.2,32.2,39,38.6,33.9,32.8,28.2,29.5,24.8
8/1/18 16:01,16:00,35.9,26.9,31.5,35.1,37.9,35.2,37.4,25.5,30.8,28.9
8/1/18 17:01,17:00,39.1,26.2,34.2,41.5,37.2,28.5,38,23.4,30.1,25.6
8/1/18 18:01,18:00,35.8,26.2,30.8,39.6,35,31.9,35.4,23.4,32.8,27.6
8/1/18 19:01,19:00,43.4,33.3,37.3,46.3,41.3,34.5,43.6,33.4,33.3,32.8
8/1/18 20:01,20:00,40.7,41.4,39.1,42,43.9,40.2,41,42.9,40.8,35.9
8/1/18 21:01,21:00,50.1,48.9,49.3,50,51.5,51.1,52.2,49.8,48.8,47.4
8/1/18 22:01,22:00,51.3,50.1,48.6,54.8,56.9,51.1,97,49.8,52.5,46
8/1/18 23:01,23:00,60.3,56.8,56.6,62.6,60.3,60.9,84.2,51,54.3,52.3
8/2/18 0:01,00:00,63.3,61.6,62.1,66.1,62.3,65.2,81.5,54.1,59,55.9
8/2/18 1:01,01:00,67.4,62.7,65.7,69.6,63.7,62.7,75.9,57.7,60.8,59
8/2/18 2:01,02:00,69.1,65.1,69.3,70.2,65,61.5,78.1,60.1,60.1,63.8
8/2/18 3:01,03:00,72,66.3,70.4,71.9,64.3,66.9,75.8,64.2,63.1,67.9
8/2/18 4:01,04:00,70.2,67.4,69.8,73.3,75.7,75.7,80.3,63.1,64.8,68.5
8/2/18 5:01,05:00,70.8,69.2,70.4,74.4,75,78.5,77,61.2,59.5,71.4
8/2/18 6:01,06:00,67.3,51.9,68.1,73.1,71.7,77.4,71.8,55.9,49.9,66.7
8/2/18 7:01,07:00,58,38.3,60.3,60.8,66.4,64.6,60.7,47.2,48.2,49.8
8/2/18 8:01,08:00,50.8,35.3,48,46.4,55.8,43.5,48,40.4,40.3,32.3
8/2/18 9:01,09:00,39.6,27.1,36.1,25.2,43.6,34.6,36.7,34,32.6,25.8
8/2/18 10:01,10:00,33.4,25,27.6,30.2,34,28.8,32.3,28.9,28.9,21.2
8/2/18 11:01,11:00,24.2,19.2,21.9,22.4,23.4,24.2,25.9,20.3,21,17.8
8/2/18 12:01,12:00,20.3,17.1,17.1,20.5,22.7,18.8,19.8,15.5,18.4,13.1
8/2/18 13:01,13:00,20.3,16.5,17.8,20.5,20.4,17.4,19.8,16.9,17.8,14.4
8/2/18 14:01,14:00,17.8,15.9,15.8,18,17.7,16.1,19.8,16.4,17.2,13.2
8/2/18 15:01,15:00,17.1,16.5,15.1,18.8,17.7,19.5,18.6,15.5,15.9,13.8
8/2/18 16:01,16:00,16.4,16.5,16.6,17.2,19,16.7,17.9,16.2,16.7,12.6
8/2/18 17:01,17:00,17.6,17.8,17.1,19.1,20.3,18.6,19.2,16.9,16.7,12.6
8/2/18 18:01,18:00,20.2,17.8,20.3,21,20.3,20.5,29,17.5,18.5,15.7
8/2/18 19:01,19:00,30.1,24.3,26.3,28.6,24.4,23.9,39.4,25,22.4,19
8/2/18 20:01,20:00,31.3,26.2,28.2,33.9,26.6,27.2,42.5,24.1,27.6,25
8/2/18 21:01,21:00,36.4,32,34.7,38.8,34.9,31.9,36,32.2,34.6,29.5
8/2/18 22:01,22:00,40.8,37,37.3,41.3,36.3,33.1,43.6,34.7,35.9,30.8
8/2/18 23:01,23:00,42.7,38.3,39.8,44.4,37,38.3,50.4,36.6,36.5,35.3
8/3/18 0:01,00:00,39.5,35.7,39.1,39.4,36.3,38.3,42.3,35.9,33.2,34
8/3/18 1:01,01:00,42,35.7,39.1,41.9,39,36.9,44.2,34,35.1,33.3
8/3/18 2:01,02:00,45.2,34.4,42.3,48.1,37,43.5,51.1,34.6,34.5,34.6
8/3/18 3:01,03:00,47,38.8,46.1,49.4,40.5,46.7,47.3,41,37.7,40.4
8/3/18 4:01,04:00,48.9,45.2,46.8,57.9,71.8,50.5,59.6,45.5,44,41
8/3/18 5:01,05:00,49.5,45.8,44.8,54.3,64.5,51.1,60.2,42.3,45.2,38.5
8/3/18 6:01,06:00,55.7,48.4,54.3,57.9,62.5,56.2,67.3,43,47.1,43
8/3/18 7:01,07:00,61.8,40.4,55.6,57.9,59.2,55,62.7,43.7,45.3,46.2
8/3/18 8:01,08:00,51.6,34,50.2,55.8,52.5,41,49.4,34,37.8,40.7
8/3/18 9:01,09:00,55.9,35.1,49.6,56.4,53.8,43.7,58,37.2,41.7,34.1
8/3/18 10:01,10:00,38.5,32.8,35.5,37.8,41.5,37.2,42.6,36.1,34.1,30.3
8/3/18 11:01,11:00,32.8,29,30.9,30.2,33.4,35.3,35.5,32.9,31,27.1
8/3/18 12:01,12:00,32.8,32.8,30.4,35.9,36.6,35.3,39.5,33.6,33.5,27.1
8/3/18 13:01,13:00,46.6,49.7,48.9,42.7,44.8,56.9,50.6,52.5,43.5,52.6
8/3/18 14:01,14:00,77.2,76.3,83.8,80.6,81,78.2,84.9,76.4,82.7,71.7
8/3/18 15:01,15:00,76.1,68.3,78.2,81.2,84.9,73.6,77.2,72.5,78.5,69.3
8/3/18 16:01,16:00,53.7,45.7,47.3,61.3,73.9,56.4,61.7,50.2,56,53.9
8/3/18 17:01,17:00,55.4,46.9,47.8,64.7,67.3,53.3,56.9,50.8,43.4,47.7
8/3/18 18:01,18:00,50.4,45.5,50.8,56.9,62,48.8,54.5,47,31.5,43.8
8/3/18 19:01,19:00,62.9,53.3,58.7,68.7,66.5,58.8,64.5,53.8,52.2,54.4
8/3/18 20:01,20:00,39.4,32.4,38.3,43.1,55.1,38.8,39,31.8,40.2,34.5
