Date - Time,Time,H17_106,L16_21,L18_122,M18_168,VH15_138,VH17_60,VH18_57,VL15_46,VL17_169,VL18_177
8/15/18 1:01,01:00,65.8,69.4,67.6,67.4,69.2,68.8,69.1,67.3,64.4,66.9
8/15/18 2:01,02:00,65.8,68.2,65.8,69.1,71.8,64.1,77.1,65.6,63.2,60.3
8/15/18 3:01,03:00,65.2,67,64,66.2,69.8,63.4,67.9,64.4,62.6,59.7
8/15/18 4:01,04:00,63.4,65.2,62.2,65,75.1,67.6,64.4,62,60.3,59.1
8/15/18 5:01,05:00,64.5,65.2,65.2,63.8,71.1,72.8,69.6,62.6,59.1,62.1
8/15/18 6:01,06:00,66.3,59.3,65.8,65.6,67.2,76.9,64.4,61.4,56.2,64.5
8/15/18 7:01,07:00,57.5,46.1,60.5,57.4,64.5,66.5,59,62.1,50.3,56.2
8/15/18 8:01,08:00,51.6,62,51.3,44.3,55.9,48.3,51.2,65.7,43.6,39
8/15/18 9:01,09:00,49.3,60.2,49,26.1,54.2,42.8,59.9,65.2,38.6,38.4
8/15/18 10:01,10:00,51.2,47.4,47.8,46.1,48.9,47.9,51.3,50.8,48.1,39.1
8/15/18 11:01,11:00,40.6,37.4,34.5,41.8,39.2,31.6,35.1,36.8,41.2,25.5
8/15/18 12:01,12:00,31.6,26.3,26.5,31.6,26.3,27.6,27.9,23.7,29,25.5
8/15/18 13:01,13:00,22.3,19.6,18.4,19.8,21.4,21.6,19,18,18.9,16.5
8/15/18 14:01,14:00,16.2,17.7,13.6,16.3,17.7,16.7,18.4,15.4,17.7,10.8
8/15/18 15:01,15:00,16.2,17.7,15.7,15.7,16.9,14.5,18.4,14.7,17.1,13
8/15/18 16:01,16:00,16.9,19.1,14.6,17.2,18.8,16.5,19.7,13.3,16.5,12.4
8/15/18 17:01,17:00,19.4,19.1,17.5,20.3,19.4,19.2,22.3,18.1,17.8,14.9
8/15/18 18:01,18:00,19.4,20.9,19.5,20.3,20.8,19.7,23.5,18.6,18.9,17.6
8/15/18 19:01,19:00,43.1,41.2,39.6,46.1,41.5,36.1,44,37,44.4,35
8/15/18 20:01,20:00,43.1,42.8,39.9,42.7,42.6,43.8,45.6,41.2,39.8,40.7
8/15/18 21:01,21:00,45.9,43.4,42.4,43.8,44,42.3,53.6,42.4,42.8,39.9
8/15/18 22:01,22:00,50.8,49,47.5,51.2,48.8,49.3,56,44.3,45.9,46.9
8/15/18 23:01,23:00,56.3,55.7,52.5,57.3,57.7,49.3,62.6,51.8,51.4,48.1
8/16/18 0:01,00:00,53.2,61.7,49.3,54.3,58.3,48,55.3,60.2,54.9,46.1
8/16/18 1:01,01:00,50.7,59.8,48.6,48.7,60.4,46.6,55.3,59,53.1,46.1
8/16/18 2:01,02:00,58,60.4,56,58.4,62.3,55.4,64.8,56.5,52.4,51.6
8/16/18 3:01,03:00,63.3,67.5,59.7,65.5,67.7,57.8,70.1,57.7,57.2,54.1
8/16/18 4:01,04:00,61.5,69.2,60.9,70.8,83.6,56.6,72.4,62.5,57.8,49.7
8/16/18 5:01,05:00,69.1,72.7,65.1,77.1,81.6,66.9,73.5,61.3,60.8,55.8
8/16/18 6:01,06:00,70.3,57.5,68.7,74.3,81.6,68.7,69.6,60.7,57.9,57.7
8/16/18 7:01,07:00,59.3,44.7,59.1,58.5,72.4,61.6,62.6,54.1,48.9,49.8
8/16/18 8:01,08:00,50.8,44.2,47.3,42,60.5,47.4,51.1,54.1,44,33.5
8/16/18 9:01,09:00,43.5,44.2,43.8,32.8,50.6,39.9,47.5,53.7,45.9,32.3
8/16/18 10:01,10:00,39.8,41.1,38.1,37.9,40.4,35.5,42.6,45.8,37.8,27.8
8/16/18 11:01,11:00,36,33.6,31.1,31.4,34.9,30.1,33.1,37.5,36,22.6
8/16/18 12:01,12:00,30.8,30.9,24.6,30.2,30.7,26.3,29.9,29.8,32.2,21.9
8/16/18 13:01,13:00,27.7,27.8,21.9,26.4,27.8,23.7,25.2,27.1,27.7,20.6
8/16/18 14:01,14:00,23.1,21.1,18.6,21.7,23.6,19.6,21.9,22.3,23.1,17.3
8/16/18 15:01,15:00,23.6,19.9,19.1,23.8,20.3,20.6,21.9,20.4,19.1,18.5
8/16/18 16:01,16:00,22.2,21,17.7,22.3,23.2,22.1,27.7,19.5,18.5,17
8/16/18 17:01,17:00,22.2,19.6,18.9,24.2,24.5,19.1,29.6,18,21.1,15.6
8/16/18 18:01,18:00,24.8,22.2,22.9,26.8,25.8,21.8,35.5,21.5,22.3,19
8/16/18 19:01,19:00,30.6,26.8,26.9,29.3,25.8,28,35.5,24.1,25.6,23.6
8/16/18 20:01,20:00,32.5,26.1,30.1,34.4,32.8,31.1,40.5,25.4,31.4,27.5
8/16/18 21:01,21:00,40.2,35.1,35.9,40.7,39.1,37.1,44.8,32,35.2,32.1
8/16/18 22:01,22:00,41.4,40.2,39.8,44.4,38.4,42.2,52.9,36,37.7,35.9
8/16/18 23:01,23:00,47.7,42.7,44.2,49.3,41.8,45.4,57.8,40.4,39.5,40.4
8/17/18 0:01,00:00,50.7,46.3,47.4,52.4,45.9,49.9,58.9,46.8,46.4,43.6
8/17/18 1:01,01:00,55,50.1,50.5,55.4,52.2,57.4,60.1,47.4,48.2,44.8
8/17/18 2:01,02:00,58,57.4,56.1,59.7,60.4,58,63.7,51.1,49.4,49.9
8/17/18 3:01,03:00,62.2,57.4,61.6,64.4,56.9,62.2,66.1,55.4,54.3,53.6
8/17/18 4:01,04:00,65.7,57.4,66.4,65.6,76.4,61.5,69.6,57.8,54.9,52.9
8/17/18 5:01,05:00,68,61,65.8,67.3,79,64,74.2,59.6,60.8,57.8
8/17/18 6:01,06:00,63.9,55.1,63.4,64.4,71.8,65.2,71.4,57.2,53,57.8
8/17/18 7:01,07:00,56.2,55.1,56.7,58.5,71.2,61,67.3,56.6,45.8,48.5
8/17/18 8:01,08:00,45.3,42.4,48.1,35.2,50.3,46.2,48.7,48.8,40.3,40.6
8/17/18 9:01,09:00,40.4,36.8,41.8,27.9,50.3,39.2,43.2,44.4,42.9,29.8
8/17/18 10:01,10:00,38.6,34.8,35.6,33.4,41.1,34.8,40.1,41.3,37.3,26.6
8/17/18 11:01,11:00,34.8,33.6,29.9,33.4,36.3,28.9,32.6,38.9,38.1,25.3
8/17/18 12:01,12:00,29.1,28.5,26,28.4,31.5,25.1,28.7,31.1,31.1,22.1
8/17/18 13:01,13:00,34.9,32.4,31.8,31.5,36.9,33,35.7,35.7,32.5,29.9
8/17/18 14:01,14:00,30.5,33.9,24.8,31.1,30.3,25.1,30.8,31.4,31.9,25.3
8/17/18 15:01,15:00,28.1,33.9,26.2,32.4,33.9,24.4,34.7,31.4,31.3,22.1
8/17/18 16:01,16:00,29.3,44.5,24.9,33.1,64.7,28.5,40.3,39.2,32.6,26.8
8/17/18 17:01,17:00,31,43.8,28,36.1,54,30.9,44.1,37.8,33.1,27.3
8/17/18 18:01,18:00,36.7,39.9,33.7,37.9,47.1,32.8,39.5,35.7,30.1,31
8/17/18 19:01,19:00,50.5,60.6,47.8,52.2,53.3,44.6,54.5,56.8,51.1,43.4
8/17/18 20:01,20:00,56.4,61.1,54.5,54.5,64.5,50.8,60.9,57.9,58,47.7
8/17/18 21:01,21:00,61.2,69.4,59.4,63.4,66.6,57.5,65.1,64.5,64.5,56.8
8/17/18 22:01,22:00,62.3,66.4,61.2,63.9,68.5,60.5,66.8,64.5,65,59.8
8/17/18 23:01,23:00,63.5,64.7,62.3,63.3,67.9,62.4,66.8,62.7,61,61.6
8/18/18 0:01,00:00,61.1,66.4,60.5,62.8,69.2,59.9,63.8,63.2,61.5,58
8/18/18 1:01,01:00,62.9,66.4,61.7,65.7,71.2,62.9,67.3,64.4,63.8,61
8/18/18 2:01,02:00,64.6,70.5,64.1,66.2,72.5,62.3,68.5,66.2,63.2,62.2
8/18/18 3:01,03:00,66.9,71.1,66.5,69.2,73.2,65.9,74.2,67.3,66.1,64.6
8/18/18 4:01,04:00,73.2,75.1,70,73.2,88.1,70,82.6,69.6,70.7,68.1
8/18/18 5:01,05:00,76.6,78.4,76.9,79.4,87.4,75.8,90.2,73.6,74,74.4
8/18/18 6:01,06:00,78.2,66.6,77.5,79.4,88.7,76.4,74.9,74.7,69.6,75
8/18/18 7:01,07:00,67,53.6,70.1,66.9,79.7,71.2,71.4,67.4,58.1,64.6
8/18/18 8:01,08:00,63,59.7,62.4,58.7,71.3,56.4,61.6,64,60.5,50.2
8/18/18 9:01,09:00,57.2,62.5,55.2,55.2,68.1,52.8,59.3,64,58.8,49.6
8/18/18 10:01,10:00,60.7,55.8,57.6,60.5,66,58.8,60.4,59.8,60.5,52
8/18/18 11:01,11:00,51.5,47.9,45.6,58,64,45.5,46.8,48.8,56.9,43.1
8/18/18 12:01,12:00,64.2,76.8,63.7,63.4,73.3,61.2,65.1,78.6,66.2,55.1
8/18/18 13:01,13:00,46.1,55.2,40.8,47.8,53.5,47.7,47.6,55.5,46,42.1
8/18/18 14:01,14:00,35.4,44.2,29.2,37.8,41.2,31.6,39.4,41.4,39.2,31
8/18/18 15:01,15:00,35.4,39.8,30.5,37.8,37,30.9,38.7,36.2,39.2,30.4
8/18/18 16:01,16:00,30.2,36,23.4,33.4,39.3,31.4,35.5,31,36.7,26.5
8/18/18 17:01,17:00,35.3,39.8,31.7,40.3,44.2,33.3,35.5,37.6,36.1,28.4
8/18/18 18:01,18:00,43.4,43.4,41.8,43.9,46.8,41.1,45.6,41.9,34.8,37.4
8/18/18 19:01,19:00,49,50.8,46.9,49.4,50.2,45.5,51.1,48.1,47.7,43.8
8/18/18 20:01,20:00,52.6,51.4,50.6,53.7,57,47.4,57.2,53,52,46.9
8/18/18 21:01,21:00,56.9,63.5,54.3,58.5,61.7,53.7,60.2,62.6,57.9,51.2
8/18/18 22:01,22:00,90.6,84,95.2,93.1,80.3,91.2,91.8,80.7,86.8,90.9
8/18/18 23:01,23:00,93.8,93.8,98.4,95.8,91.3,93.5,95.5,92.9,93.6,93.7
8/19/18 0:01,00:00,93.8,92.3,99.4,96.9,94.4,97,95.5,91.7,92.6,95.1
8/19/18 1:01,01:00,93.8,87.1,99.4,97.3,94.9,93,95.1,86.6,93.1,89.1
8/19/18 2:01,02:00,94.2,86.6,100,97.3,95.4,94.6,97.5,85.5,92.4,89.1
8/19/18 3:01,03:00,94.2,89.6,100,98.1,96.6,95.5,98.4,90.4,92.8,90.5
8/19/18 4:01,04:00,94.7,83.8,100,97.6,98.5,91.3,98.4,90.4,93.8,86.4
8/19/18 5:01,05:00,94.1,93.7,100,97.6,99.6,93.3,98.9,93.7,92.8,83.7
8/19/18 6:01,06:00,94.1,94.8,100,98.1,100,91.8,98.4,94.2,89.5,86.8
8/19/18 7:01,07:00,89.8,89.8,100,96.3,99.8,92.3,98.4,88.9,83.6,83.3
8/19/18 8:01,08:00,79.8,79.5,98.8,90.1,96.3,82.5,91.8,77.4,77.2,68.5
8/19/18 9:01,09:00,69.1,65.7,93.6,84.4,86.2,63.4,72.5,67.2,69.4,53.6
8/19/18 10:01,10:00,61,59.8,84.2,74.2,81,54.8,65.5,62.5,58.4,48
8/19/18 11:01,11:00,51.3,51.4,74.1,62.6,75.1,47.2,55.9,58.4,54.9,45.5
8/19/18 12:01,12:00,44.6,47.1,38.5,45.7,53.3,39.6,44.2,49.8,48.2,34.6
8/19/18 13:01,13:00,41.5,44.7,37.4,43.8,52.6,35.9,42.5,41.7,45.8,34.1
8/19/18 14:01,14:00,42.2,46.5,36.7,45.1,45.1,35.3,45.6,43.7,45.2,36
8/19/18 15:01,15:00,48.3,42.8,43.7,46.3,42.2,43.6,46.7,41.3,47,44.8
8/19/18 16:01,16:00,40.2,42.8,31,40,44.7,41.5,41,41.7,39.5,38.5
8/19/18 17:01,17:00,46.3,42.8,44.2,45.6,46.1,42.2,46.6,41.7,40.8,39.2
8/19/18 18:01,18:00,44.4,47,43.5,46.2,50.1,42.2,46.6,42.4,41.4,41
8/19/18 19:01,19:00,51.9,48.7,50.4,52.9,54.8,46.5,54,54,51.8,44.7
8/19/18 20:01,20:00,56.7,61.5,55.4,57.8,60.3,52.9,60,60.1,57.2,52.8
8/19/18 21:01,21:00,62.1,63.9,61.5,63.1,65.7,57.2,68.3,61.2,64.2,58.3
8/19/18 22:01,22:00,69.1,66.3,67.5,68.4,71,60.3,79.8,60.6,63.6,56.5
8/19/18 23:01,23:00,73.1,69.2,72.2,74.4,73,65.7,81.4,66.5,71.1,64.3
8/20/18 0:01,00:00,73.7,70.9,72.8,76,72.1,68.6,82.4,68.3,69.3,67.9
8/20/18 1:01,01:00,74.3,71.2,75.8,77.6,74.7,73.3,85,69.4,72.8,72.8
8/20/18 2:01,02:00,80.2,76.2,80.2,80.8,76.5,76.3,83.4,72.8,78.2,77.2
8/20/18 3:01,03:00,81.7,79.3,83.9,85,82.3,79.6,86.5,77.3,80.2,80.8
8/20/18 4:01,04:00,82.7,82,83.3,86.5,82.8,80,90.6,77.3,84.2,79.7
8/20/18 5:01,05:00,83.7,85.7,87,87.5,86.5,81.6,92.1,80.8,83.7,81.2
8/20/18 6:01,06:00,82.7,82.1,86.5,86.5,85.8,81.1,89.7,82.9,78,78.6
8/20/18 7:01,07:00,73.8,65.7,77.5,72.7,80.4,79.2,78.2,75.2,69.1,72.2
8/20/18 8:01,08:00,70.2,56.8,72.2,59,73.1,68.1,73.6,71.2,64.8,54.8
8/20/18 9:01,09:00,60.3,50.8,63.3,43.9,62.5,56.6,60.7,63.1,59.6,47.4
8/20/18 10:01,10:00,51.9,50.2,53.6,50,53.1,49.3,53.5,59,56.1,45.5
8/20/18 11:01,11:00,48.3,46,43,47,48.3,42.4,46.2,48.7,48.9,36.7
8/20/18 12:01,12:00,41.5,42.8,31.5,37.6,43.7,35.9,38.7,43.1,39.5,28.9
8/20/18 13:01,13:00,37.2,32.5,30.9,38.3,36.1,30.7,34.1,38.6,40.3,29.6
8/20/18 14:01,14:00,30.1,29.3,25.7,35.2,31.8,23.9,28.1,30.8,33.3,25
8/20/18 15:01,15:00,27.4,22.7,22.3,28.7,29,22,33.5,28.9,27.5,23
8/20/18 16:01,16:00,27.4,28.7,21.8,28,31.5,27.3,29.5,26.8,27.5,22.3
8/20/18 17:01,17:00,29.9,29.2,28.7,33.8,34.2,29.2,31.4,28,30.8,23.6
8/20/18 18:01,18:00,33.7,31.1,31.9,35,33.4,31.1,35.2,30.6,30.8,28.1
8/20/18 19:01,19:00,37.4,36.1,35.7,37.3,37.5,34.2,37.6,35.7,37.5,32.5
8/20/18 20:01,20:00,41.8,41.1,38.2,41.7,39.5,36.1,39.4,39.5,39.3,35.7
8/20/18 21:01,21:00,42.3,42.9,38.8,43.5,45.8,37.3,41.9,43.8,44.8,33.6
8/20/18 22:01,22:00,44.2,51,42.6,44.7,50.6,41.2,49.5,50.8,46.1,36.1
8/20/18 23:01,23:00,48.5,50.4,47.7,47.8,51.2,47,51.9,49.5,47.3,45.2
8/21/18 0:01,00:00,57.2,56.5,54.6,57.6,56,52.7,62.3,53.2,53.4,53.3
8/21/18 1:01,01:00,63.2,56.5,60.2,62.9,61.5,58.3,66.3,55.7,58.8,57.6
8/21/18 2:01,02:00,56.6,57.1,54,60.1,64.2,53.3,57.4,58.7,58.2,51.4
8/21/18 3:01,03:00,54.1,62.3,52.6,53.9,60.2,52.6,56.8,60.4,55.2,51.4
8/21/18 4:01,04:00,52.3,54.7,51.3,53.9,58.8,53.8,54.4,54.5,55.2,50.1
8/21/18 5:01,05:00,51.7,51.6,50.7,55.7,58.1,53.8,55.6,53.8,52.2,51.3
8/21/18 6:01,06:00,51.6,51.6,50.7,55.7,57.5,53.2,54.9,52.5,51.5,50.7
8/21/18 7:01,07:00,54.1,53.5,48.9,57.6,56.9,53.2,57.4,51.9,50.3,48.2
8/21/18 8:01,08:00,54.7,53.5,51.4,56.4,55.3,52.6,55,53.2,51.6,50.8
8/21/18 9:01,09:00,56.1,54.8,57.9,54.3,56.2,61.5,58.2,53.2,49.9,51.6
8/21/18 10:01,10:00,38.4,40.8,37.9,37.7,44.8,47.9,44.2,45.4,38.4,36.7
8/21/18 11:01,11:00,45.8,41.3,40.4,45,41.3,47.9,44.2,45.4,46.4,40.9
8/21/18 12:01,12:00,44.6,39.5,39.1,43.1,37.3,42.9,42.3,43.5,45.2,42.3
8/21/18 13:01,13:00,47.6,47,44.2,48.1,44,49.1,49.1,48.5,47.6,45.4
8/21/18 14:01,14:00,82.6,68.6,88.7,88.2,71,83.6,83.7,66,83.2,88.2
8/21/18 15:01,15:00,72,62.2,75.8,81.6,82.3,79.7,66,60.2,79.4,80.6
8/21/18 16:01,16:00,86.4,73.9,91.4,86.6,88.7,85.8,87,73.5,83.2,87.7
8/21/18 17:01,17:00,85.8,76.2,93,88.8,92.6,85.3,89.2,70.6,86.3,87.2
8/21/18 18:01,18:00,84.2,76.7,90.8,88.2,93.2,82.5,84.3,73.5,86.8,85
8/21/18 19:01,19:00,88.5,81.8,91.4,90.4,93.8,85.3,88.6,77.9,88.4,86.1
8/21/18 20:01,20:00,88.5,85.1,92.5,93.1,88.7,84.2,89.1,79.6,88.4,85.5
8/21/18 21:01,21:00,89,86.2,91.9,91.5,92.6,85.8,88.1,82.8,87.4,87.7
8/21/18 22:01,22:00,89.5,84.6,94.1,92,91.9,89.6,90.2,82.3,87.4,90.4
8/21/18 23:01,23:00,82.6,79.6,87.6,86,87.4,89.1,83.7,79.1,78.9,84.4
8/22/18 0:01,00:00,78.2,74.5,83.2,82.7,86.8,79.7,74.2,74.1,77.8,74.9
8/22/18 1:01,01:00,79.8,71,85.9,84.9,80.3,83.1,78.7,71.3,78.9,77.2
8/22/18 2:01,02:00,79.8,73.9,84.8,85.5,82.9,83.6,81,71.8,79.4,76.1
8/22/18 3:01,03:00,84.8,75,85.9,79.4,84.2,86.4,83.7,76.3,75.6,78.9
8/22/18 4:01,04:00,85.8,89.5,87.6,84.9,90.6,89.6,87.5,87.1,83.2,85.5
8/22/18 5:01,05:00,89,89.8,90.9,89.1,92.6,90.2,90.2,89.2,88.1,87.1
8/22/18 6:01,06:00,87.4,91.3,89.2,89.8,92.6,89.6,90.2,91.2,88.6,87.7
8/22/18 7:01,07:00,88.5,91.3,88.7,89.8,92.6,87.4,91.3,91.7,89.1,87.1
8/22/18 8:01,08:00,85.8,91.6,86.5,88.8,92.6,85.3,88.6,91.2,88.6,83.3
8/22/18 9:01,09:00,78.8,82.4,79.2,83.3,88.7,81.4,82.1,84.4,82.6,78.9
8/22/18 10:01,10:00,68.7,75.7,65.9,74.3,79.1,68.8,74.2,78,74.6,66.3
8/22/18 11:01,11:00,61.8,60,58.1,64.5,67.3,57.5,62.1,62.1,69.5,55
8/22/18 12:01,12:00,60,54,45.2,59.9,58.1,47.7,53.7,53.8,63.3,47
8/22/18 13:01,13:00,51,45.5,45.8,46.6,48.8,49.5,48.8,43.8,51.6,44.5
8/22/18 14:01,14:00,51,38,44.5,54,44.3,41.4,47.1,37,54,47.7
8/22/18 15:01,15:00,47.3,37.2,37.7,50.9,42.3,39.4,44.6,35,51.6,36.9
8/22/18 16:01,16:00,41.8,37.2,38.2,49.7,43.7,41.2,42.6,29.8,46.2,40.7
8/22/18 17:01,17:00,49.1,41,45.2,54.5,49.8,45.7,46.9,36.7,48.5,43.9
8/22/18 18:01,18:00,57.1,38.5,50.8,59.3,57.3,49.5,51.9,38.1,40.7,47.6
8/22/18 19:01,19:00,63,52.8,58.8,70.4,62,58.2,61.5,50.2,61.1,56.9
8/22/18 20:01,20:00,71.1,66,67.8,76.7,70.6,66,71,62.8,70.2,65.3
8/22/18 21:01,21:00,73.3,67.7,70.1,78.4,71.9,69.6,74.9,65.1,67.9,68.8
8/22/18 22:01,22:00,71.6,69.5,70.7,77.3,72.6,73,73.8,66.9,71.3,70.5
8/22/18 23:01,23:00,73.3,82,71.9,78.9,73.9,72.4,74.9,69.8,71.9,68.2
8/23/18 0:01,00:00,79.4,72.9,76.4,83.3,75.2,74.1,78.3,70.3,75.2,71
8/23/18 1:01,01:00,76.6,77.4,76.4,82.2,80.4,71.8,78.3,76.4,79,70.4
8/23/18 2:01,02:00,78.2,79.6,74.6,80.5,82.3,76.3,82.1,73,76.2,73.8
8/23/18 3:01,03:00,84.2,81.2,82.6,87.1,84.9,79.1,84.8,77.4,80.5,78.9
8/23/18 4:01,04:00,85.8,80.7,83.1,89.3,84.9,76.9,87,77.4,84.2,73.2
8/23/18 5:01,05:00,86.3,70.4,84.2,89.3,88.1,60.2,87.5,61.9,84.2,76
8/23/18 6:01,06:00,75.9,37.4,74,87,69.7,50.9,43.3,42.7,73.4,60.1
8/23/18 7:01,07:00,54.4,33.1,51.7,64.4,59.7,40,38.9,35.6,57.3,36.3
8/23/18 8:01,08:00,41.4,29.9,33.1,37.3,51,31,33.2,29.8,42.8,21
8/23/18 9:01,09:00,25.2,24.7,23.9,24.7,40.2,27.7,24.8,23.8,32,18.7
8/23/18 10:01,10:00,33.8,22,26,34.1,33.9,37.2,31.6,22.5,27.5,24.9
8/23/18 11:01,11:00,21.3,16.1,17.4,20.8,25.5,21.2,19,15,20.8,16.2
8/23/18 12:01,12:00,13.1,14.8,11.9,14.8,19,13.5,14.8,13.6,14.7,11.9
8/23/18 13:01,13:00,13.9,14.1,14,16.3,16.2,13.5,14.8,13.1,15.5,11.9
8/23/18 14:01,14:00,14.7,14.9,13.4,15.5,17,14.4,17.6,14.5,15.5,13.4
8/23/18 15:01,15:00,14.1,14.2,12.8,14.9,14.7,13.7,16.9,13.2,14.9,9.2
8/23/18 16:01,16:00,13.4,20.3,10.2,12.9,18,15.1,16.9,17.3,13.6,8.6
8/23/18 17:01,17:00,18,16.9,15.4,19.4,22.3,17,17.6,16.7,18.4,12.1
8/23/18 18:01,18:00,19.9,18.2,19.3,26,24.3,18.4,22.2,18,14.5,18.2
8/23/18 19:01,19:00,29.7,20,22.6,34.2,27,26.4,24.6,21.2,25.4,20
8/23/18 20:01,20:00,27,22,23.8,43,31.1,34.3,27.2,21.9,27.9,26.6
8/23/18 21:01,21:00,36.1,27.2,33,48.6,33.2,32.8,33.7,27.2,33.7,29.8
8/23/18 22:01,22:00,39.9,31,32.3,47.3,42.3,37.4,38.2,30.5,35.5,27.1
8/23/18 23:01,23:00,45.6,33.5,40.1,49.1,43.6,40,35.6,31.7,36.7,35.6
8/24/18 0:01,00:00,44.9,37.9,41.3,50.9,42.2,43.9,43.9,33,37.9,35.6
8/24/18 1:01,01:00,46.1,39.1,45.2,54,46.4,49,57.5,35.5,45.5,40
8/24/18 2:01,02:00,52.9,46.7,50.2,59.4,47.1,52.7,60.5,42.6,46.7,43.2
8/24/18 3:01,03:00,53.5,51,53.3,60.6,47.8,53.3,65.3,46.4,51,45.8
8/24/18 4:01,04:00,52.3,51.7,52.7,62.3,62.2,60.8,56.9,43.9,55.2,50.2
8/24/18 5:01,05:00,55.9,50.4,52.7,65.7,57.4,58.9,55.6,45.7,55.8,55.1
8/24/18 6:01,06:00,54.1,46,49.5,61.7,55.4,60.2,48.8,44.4,42.9,55.8
8/24/18 7:01,07:00,49.9,36.7,49,50.4,52,54,49.6,38.1,38,44.6
8/24/18 8:01,08:00,44.4,31.8,42.1,25.2,45.3,42.8,42.8,37,36.9,29.5
8/24/18 9:01,09:00,34.5,28.9,34.5,26.5,37.2,32.6,34.1,33.2,33.2,25.6
8/24/18 10:01,10:00,26.1,25,24.8,24.9,27.5,25.3,24.3,28.8,22.8,16.3
8/24/18 11:01,11:00,20.7,16.9,18.9,20.3,18.9,19.9,17.6,17.8,17.4,14.1
8/24/18 12:01,12:00,17.3,14.8,13.5,17.6,16.8,17.9,16.3,15.9,17.4,14.1
8/24/18 13:01,13:00,16.7,14.8,14.8,16.3,14.6,14.6,15.7,15.9,16.2,12.2
8/24/18 14:01,14:00,16.1,14.2,13.5,17.8,14.6,15.9,15.7,13.9,15.7,11.5
8/24/18 15:01,15:00,14.9,13.6,12.3,14.4,12.4,14.4,17.8,12.7,15.7,12.8
8/24/18 16:01,16:00,14.9,14.3,11.6,14.4,13.6,15,15.6,11.1,12.9,10.7
8/24/18 17:01,17:00,16,14.8,14,18.2,15,16.2,22.2,14.5,13.8,10.7
8/24/18 18:01,18:00,16.5,14,15.9,18.2,15,17.5,24.9,15.8,14.8,14
8/24/18 19:01,19:00,21.8,16.6,17.8,21.2,16.2,16.7,23.2,18.4,18,15.2
8/24/18 20:01,20:00,25.8,21.2,23.9,26.4,24,24.3,26.6,18.4,21.3,19.3
8/24/18 21:01,21:00,25.1,23.3,23.2,25.2,26.2,25,29.4,22.5,24,20.7
8/24/18 22:01,22:00,33,23.8,29.8,32.2,30.5,29,36.4,24.4,28.5,25.3
8/24/18 23:01,23:00,41.9,32.3,38.3,44.3,38.9,36.9,55.3,27.8,37.6,32.5
8/25/18 0:01,00:00,46.3,41.2,44.1,51.7,45.2,47.3,61.3,35.8,39.4,40.3
8/25/18 1:01,01:00,48.2,46.2,47.2,53.5,48,45.9,58.9,40.2,42.5,41.5
8/25/18 2:01,02:00,50.6,50,48.5,59.5,51.3,49,54,45.9,46.2,44.7
8/25/18 3:01,03:00,49.3,48,47.8,58.3,50.6,51.6,55.2,44.7,47.4,43.3
8/25/18 4:01,04:00,51.2,49.2,51.6,61.3,61.6,54.7,57.6,44.7,46.8,47.8
8/25/18 5:01,05:00,54.2,48.6,52.8,58.9,63,59,62.4,44.7,43.7,47.8
8/25/18 6:01,06:00,55.5,49.3,55.9,62.5,60.9,63.3,66.6,45.9,45.5,51.5
8/25/18 7:01,07:00,50.6,43.8,51.6,55.3,55.6,54.8,50.2,42.7,40.6,45.4
8/25/18 8:01,08:00,44,33.3,41,31.6,51,39.7,43.5,36.4,34.5,25
8/25/18 9:01,09:00,40.3,30.1,38.5,32.6,40,33.9,35.4,28.6,32.6,29.4
8/25/18 10:01,10:00,26.9,24.4,26.9,24.9,32.5,25.3,27,26.8,26.2,20.4
8/25/18 11:01,11:00,22.9,22.4,21,22.5,31.2,21.9,23.9,24.2,18.4,16.5
8/25/18 12:01,12:00,23.5,22.4,21,22.5,20.5,28,23.9,21.4,19.1,19
8/25/18 13:01,13:00,22.3,16.4,18.4,19.1,19.9,18.5,19.2,16.1,19.8,16.4
8/25/18 14:01,14:00,18.3,16.4,15.7,19.8,18.5,15.2,17.2,16.1,17.1,13.6
8/25/18 15:01,15:00,17,15.2,13,17.2,17.1,14,16.5,13.6,15.8,12.4
8/25/18 16:01,16:00,17.7,15.8,15.1,17.2,19.6,17.8,23.2,15.6,17.2,12.9
8/25/18 17:01,17:00,25.5,22.3,23.6,26.2,25.2,24.7,25.7,22.9,23.7,21.6
8/25/18 18:01,18:00,28.7,26.2,25.6,31.3,25.8,28,30.9,26.2,26.3,22.3
8/25/18 19:01,19:00,28.7,28.7,27.4,30.5,29.3,30.4,30.9,28.1,29.4,26.1
8/25/18 20:01,20:00,34.4,29.9,31.3,35.6,38.3,32.4,31.4,30,31.9,30.1
8/25/18 21:01,21:00,38.3,30.6,34.6,39.3,37,32.4,40.4,29.3,33.8,32
8/25/18 22:01,22:00,41.4,37.6,40.4,43.1,39.7,35.7,82.1,35.9,39,35.9
8/25/18 23:01,23:00,44.6,42.1,42.3,45.6,41.2,38.3,60.2,38.5,40.8,39.1
8/26/18 0:01,00:00,47,43.2,44.2,48.1,43.2,44.1,56,45.5,40.8,41
8/26/18 1:01,01:00,51.3,45.8,49.8,51.8,47.4,49.8,62.5,44.2,42.6,47.3
8/26/18 2:01,02:00,54.3,51.3,51.7,56.6,49.4,56.7,96.5,46.7,46.3,50.4
8/26/18 3:01,03:00,58.6,51.3,57.9,62.6,54.2,62.1,79.8,48.5,50.6,54.1
